Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Andorinha (BA);...;-;-;-;-;4;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;-;3;-;-;-;1180;-;-;-;-;-;-;-;-;-;-
Angical (BA);...;-;-;-;7;-;-;-;-;-;-;...;-;-;-;330;-;-;-;-;-;600;-;-;-;1800;-;-;-;-;-;-;-;-;-;-
Anguera (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;-;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Antas (BA);...;-;-;-;-;-;-;-;-;-;-;...;700;-;-;800;-;-;-;-;-;20;-;-;-;3800;-;-;-;-;-;-;-;-;-;-
Antônio Cardoso (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;800;-;-;-;-;-;50;-;-;-;1100;-;-;-;-;-;-;-;-;-;-
Antônio Gonçalves (BA);...;-;-;-;42;5;-;-;3;3;-;...;-;-;-;390;-;-;-;-;5;80;2;4;-;400;-;-;-;-;-;-;-;-;-;-
Aracatu (BA);...;-;30;-;-;-;-;-;-;-;-;...;-;-;-;1500;-;-;-;-;10;40;-;300;-;500;-;-;-;-;50;-;-;-;-;-
Araci (BA);...;-;-;100;5;15;-;-;-;-;-;...;15;-;-;2540;-;-;-;-;-;600;-;-;-;3560;-;-;-;-;-;-;-;-;-;-
Baianópolis (BA);...;-;5156;-;12;-;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;-;144;10;25;-;1400;-;-;13950;800;-;-;-;-;-;-
Baixa Grande (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2500;-;-;-;-;-;-;-;-;-;2500;-;-;-;-;-;-;-;-;-;-
Banzaê (BA);...;-;-;-;-;-;-;-;-;-;-;...;1410;-;-;1200;-;-;-;-;-;55;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Barra (BA);...;-;-;-;24;30;-;-;-;-;-;...;30;-;-;40;-;-;-;-;400;50;40;65;-;160;-;-;-;-;-;-;-;-;-;-
Barra da Estiva (BA);...;-;-;-;150;-;-;-;8342;8342;-;...;-;-;-;1000;-;-;-;-;-;400;300;100;-;100;-;-;-;-;50;-;-;-;-;-
Barra do Choça (BA);...;-;-;-;1200;-;-;-;16150;16150;-;...;-;-;-;1400;-;-;-;-;-;150;-;10;-;550;-;-;-;-;30;-;-;-;-;-
Barra do Mendes (BA);...;-;-;-;2;-;-;-;100;100;-;...;-;-;-;135;-;-;-;-;450;300;1;-;-;210;-;-;-;85;12;-;-;-;-;-
Barreiras (BA);...;-;23855;-;402;-;-;8;5000;5000;-;...;-;-;-;10000;-;-;-;-;-;260;30;120;-;18598;-;-;195500;6000;5;-;-;-;-;8
Barro Alto (BA);...;-;-;-;6;-;-;-;-;-;-;...;-;-;-;145;-;-;-;-;3800;40;-;-;-;800;-;-;-;62;100;-;-;-;-;-
Barrocas (BA);...;-;-;-;-;10;-;-;-;-;-;...;-;-;-;1015;-;-;-;-;-;30;-;-;-;1500;-;-;-;-;-;-;-;-;-;-
Belo Campo (BA);...;-;-;-;30;-;-;7;10;10;-;...;-;-;-;300;-;-;-;-;-;1000;212;-;-;300;-;-;-;-;-;-;-;-;-;-
Biritinga (BA);...;-;-;38;-;5;-;-;-;-;-;...;250;-;-;1622;-;-;-;-;-;385;-;-;-;2000;-;-;-;-;-;-;-;-;-;-
Boa Nova (BA);...;-;-;10;205;10;-;320;20;20;-;...;-;-;-;300;-;-;-;-;-;360;3;15;-;160;-;-;-;-;33;-;-;-;-;-
Boa Vista do Tupim (BA);...;-;-;-;18;2;-;-;-;-;-;...;2;-;-;300;-;-;-;-;70;150;-;71;-;300;-;-;-;-;10;-;-;-;-;-
Bom Jesus da Lapa (BA);...;-;1000;-;7380;-;-;28;-;-;-;...;-;-;-;1500;-;-;-;-;-;120;20;140;-;900;-;-;-;80;-;-;-;-;-;-
Bom Jesus da Serra (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;40;-;5;-;180;-;-;-;-;-;-;-;-;-;-
Boninal (BA);...;-;-;-;20;-;1;-;5;5;-;...;-;-;-;500;-;-;-;-;-;250;-;10;-;500;-;-;-;-;15;-;-;-;-;-
Bonito (BA);...;-;-;-;80;-;-;-;7000;7000;-;...;-;-;-;400;-;-;-;-;20;90;-;-;-;100;-;2;-;-;5;-;-;-;-;-
Boquira (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;220;-;-;-;-;-;45;7;35;-;750;-;-;-;8;-;-;-;-;-;-
Botuporã (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;1400;-;-;-;-;-;40;-;-;-;200;-;-;-;60;-;-;-;-;-;-
Brejões (BA);...;-;-;-;20;5;-;8;1180;1180;-;...;-;-;-;56;-;-;-;-;-;5;-;12;-;5;-;-;-;-;4;-;-;-;-;-
Brejolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;14;-;-;-;-;-;50;-;-;-;150;-;-;-;-;-;-;-;-;-;-
Brotas de Macaúbas (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;550;-;-;-;-;-;7;-;30;-;300;-;-;-;-;-;-;-;-;-;-
Brumado (BA);...;-;200;-;-;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;-;150;60;500;-;200;-;-;-;-;40;-;-;-;-;-
Buritirama (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;900;-;-;-;-;-;50;-;42;-;750;-;-;-;-;-;-;-;-;-;-
Caatiba (BA);...;-;-;-;120;-;-;140;4;4;-;...;-;-;-;10;-;-;-;-;-;25;-;-;-;8;-;-;-;-;-;-;-;-;-;-
Cabaceiras do Paraguaçu (BA);...;-;-;25;1;3;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;200;-;-;-;700;-;-;-;-;-;-;-;-;-;-
Caculé (BA);...;-;18;-;12;-;-;-;2;2;-;...;-;-;-;680;-;-;-;-;-;200;-;-;-;220;-;-;-;-;-;-;-;-;-;-
Caém (BA);...;-;-;-;180;-;-;-;-;-;-;...;-;-;-;150;-;-;-;-;20;150;-;-;-;90;-;-;-;-;-;-;-;-;-;-
Caetanos (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;100;-;-;-;-;-;30;-;100;-;100;-;-;-;-;-;-;-;-;-;-
Caetité (BA);...;-;-;-;13;-;-;-;5;5;-;...;-;-;-;1000;-;-;-;-;-;550;-;-;-;600;-;-;-;5;-;-;-;-;-;-
Cafarnaum (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;2000;40;-;-;-;1700;-;-;-;-;250;-;-;-;-;-
Caldeirão Grande (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;100;150;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Campo Alegre de Lourdes (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;4000;-;-;-;-;-;350;-;360;-;2000;-;-;-;-;-;-;-;-;-;-
Campo Formoso (BA);...;-;-;-;85;12;-;-;-;-;-;...;3;-;-;3510;-;-;-;-;220;600;10;60;10;2700;-;-;-;-;425;-;-;-;-;-
Canápolis (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;335;-;-;-;-;-;100;-;-;-;150;-;-;-;-;-;-;-;-;-;-
Canarana (BA);...;-;-;-;10;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;4700;30;-;71;-;2000;-;-;-;120;150;-;-;-;-;-
Candeal (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;410;-;-;-;-;-;20;-;-;-;410;-;-;-;-;-;-;-;-;-;-
Candiba (BA);...;-;223;-;3;-;-;-;-;-;-;...;-;-;-;1200;-;-;-;-;-;70;-;59;-;340;-;-;-;530;-;-;-;-;-;-
Cândido Sales (BA);...;-;-;-;6;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;1700;-;35;-;300;-;-;-;-;-;-;-;-;-;-
Cansanção (BA);...;-;-;-;16;-;-;-;-;-;-;...;4;-;-;8000;-;-;-;-;-;520;-;-;-;8000;-;-;-;-;-;-;-;-;-;-
Canudos (BA);...;-;-;-;1200;-;-;-;-;-;-;...;-;-;-;1500;-;-;-;-;-;60;5;5;28;1525;-;-;-;-;-;-;-;-;-;5
Capela do Alto Alegre (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;599;-;-;-;-;-;15;-;-;-;599;-;-;-;-;-;-;-;-;-;-
Capim Grosso (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;160;-;-;-;-;10;50;-;-;-;125;-;-;-;-;-;-;-;-;-;-
Caraíbas (BA);...;-;-;-;50;-;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;40;420;30;-;320;-;-;-;-;-;-;-;-;-;-
Carinhanha (BA);...;-;92;-;450;-;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;140;380;250;-;1000;-;-;150;400;-;-;-;-;-;-
Casa Nova (BA);...;-;-;-;167;-;-;-;-;-;-;...;-;-;-;954;-;-;-;-;-;239;4286;480;125;1278;-;-;-;-;12;-;-;-;-;800
Castro Alves (BA);...;-;-;24;28;2;-;9;-;-;-;...;-;-;-;55;-;-;-;-;-;800;-;-;-;100;-;-;-;-;-;-;-;-;-;-
Catolândia (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;200;-;-;-;-;-;-;-;-;-;200;-;-;-;14;-;-;-;-;-;-
Caturama (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;900;-;-;-;-;-;30;25;-;-;500;-;-;-;-;-;-;-;-;-;-
Central (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1000;-;-;-;-;1080;80;1;-;-;1200;-;-;-;50;-;-;-;-;-;-
Chorrochó (BA);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;235;-;-;-;-;-;-;20;17;-;115;-;-;-;-;-;-;-;-;-;-
Cícero Dantas (BA);...;-;-;-;-;-;-;-;-;-;-;...;4800;-;-;2800;-;-;-;-;-;250;3;-;-;7000;-;-;-;-;-;-;-;-;-;-
Cipó (BA);...;-;-;60;15;-;-;-;-;-;-;...;72;-;-;130;-;-;-;-;-;17;4;15;-;135;-;-;-;-;4;-;-;-;-;-
Cocos (BA);...;-;4173;-;1;-;-;-;1700;1700;-;...;-;-;-;1630;-;-;-;-;-;300;-;20;-;7500;-;-;17000;-;-;-;-;-;-;-
Conceição do Coité (BA);...;-;-;16;-;6;-;-;-;-;-;...;-;-;-;1680;-;-;-;-;-;170;-;9;-;1080;-;-;-;-;-;-;-;-;-;-
Condeúba (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;120;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Contendas do Sincorá (BA);...;-;-;5;45;37;-;-;150;150;-;...;-;-;-;100;-;-;-;-;-;140;35;35;-;25;-;-;-;-;10;-;-;-;-;-
Coração de Maria (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;700;-;-;-;-;-;450;-;-;-;800;-;-;-;-;-;-;-;-;-;-
Cordeiros (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;45;-;-;-;165;-;-;-;-;-;-;-;-;-;-
Coribe (BA);...;-;-;-;400;-;-;-;-;-;-;...;-;-;-;280;-;-;-;-;-;120;-;-;-;900;-;-;-;5;-;-;-;-;-;-
Coronel João Sá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1050;-;-;-;-;-;-;-;-;-;5000;-;-;-;-;-;-;-;-;-;-
Correntina (BA);...;-;36900;-;5;-;-;-;-;-;-;...;-;-;-;3267;-;-;-;-;-;450;8;-;-;41900;-;-;193100;900;-;-;-;-;-;-
Cotegipe (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;75;-;-;-;1200;-;-;100;1800;-;-;-;-;-;-
Cravolândia (BA);...;-;-;-;20;-;-;150;1;1;-;...;-;-;-;18;-;-;-;-;-;4;-;4;-;-;-;-;-;-;4;-;-;-;-;-
Crisópolis (BA);...;-;-;35;2;-;-;-;-;-;-;...;200;-;-;1400;-;-;-;-;-;1700;-;15;-;1500;-;-;-;-;-;-;-;-;-;-
Cristópolis (BA);...;-;-;-;4;-;-;-;-;-;-;...;-;-;-;1450;-;-;-;-;-;100;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
Curaçá (BA);...;-;-;-;1250;-;-;-;-;-;-;...;-;-;-;858;-;-;-;-;-;550;1170;250;364;1015;-;-;-;-;21;-;-;-;-;50
Dário Meira (BA);...;-;-;-;130;-;-;3350;3;3;-;...;-;-;-;35;-;-;-;-;-;220;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Dom Basílio (BA);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;320;-;-;-;-;-;40;1200;14;-;100;-;-;-;-;-;-;-;-;-;-
Elísio Medrado (BA);...;-;-;40;224;-;-;250;-;-;-;...;35;-;-;60;-;-;-;-;-;270;-;-;-;25;-;-;-;-;-;-;-;-;-;1
Encruzilhada (BA);...;-;-;-;300;-;-;-;5800;5800;-;...;-;-;-;1450;-;-;-;-;-;420;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
Euclides da Cunha (BA);...;-;-;-;-;-;-;-;-;-;-;...;1000;-;-;4000;-;-;-;-;-;1600;-;-;-;16000;-;-;-;-;-;-;-;-;-;-
Fátima (BA);...;-;-;22;2;-;-;-;-;-;-;...;30;-;-;1300;-;-;-;-;-;35;2;-;-;12000;-;-;-;-;5;-;-;-;-;-
Feira da Mata (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;135;-;-;-;-;-;50;-;-;-;180;-;-;-;-;6;-;-;-;-;-
Feira de Santana (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;4800;-;-;-;-;-;500;-;-;-;5200;-;-;-;-;-;-;-;-;-;-
Filadélfia (BA);...;-;-;-;-;1;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;50;120;-;15;-;1600;-;-;-;-;-;-;-;-;-;-
Formosa do Rio Preto (BA);...;-;44518;-;100;-;-;-;-;-;-;...;-;-;-;11530;-;-;-;-;-;300;-;20;-;31000;-;-;427500;5000;-;-;-;-;-;-
Gavião (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;235;-;-;-;-;-;8;-;-;-;235;-;-;-;-;-;-;-;-;-;-
Gentio do Ouro (BA);...;-;-;-;40;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;25;150;1;30;-;250;-;-;-;-;-;-;-;-;-;-
Glória (BA);...;-;-;-;430;-;-;-;-;-;-;...;-;-;-;761;-;-;-;-;-;30;12;300;40;932;-;-;-;-;-;-;-;-;-;-
Guajeru (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;310;-;-;-;-;-;100;-;20;-;80;-;-;-;-;-;-;-;-;-;-
Guanambi (BA);...;-;185;-;54;-;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;-;400;30;80;-;600;-;-;-;480;2;-;-;-;-;9
Heliópolis (BA);...;-;-;2;3;-;-;-;-;-;-;...;350;-;-;500;-;-;-;-;-;55;3;-;-;4000;-;-;-;-;-;-;-;-;-;-
Iaçu (BA);...;-;-;-;25;-;-;-;-;-;-;...;-;-;-;230;-;-;-;-;-;50;65;112;-;5;-;-;-;-;1;-;-;-;-;-
Ibiassucê (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;400;-;-;-;-;-;200;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Ibicoara (BA);...;-;-;-;85;-;3500;-;6000;6000;-;...;-;-;-;1000;-;-;-;-;-;80;-;-;-;400;-;-;-;-;700;-;-;-;-;-
Ibipeba (BA);...;-;-;-;1200;-;-;-;-;-;-;...;-;-;-;145;-;-;-;-;2200;70;2;-;-;1800;-;-;-;120;4;-;-;-;-;-
Ibipitanga (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;140;-;-;-;-;-;20;-;-;-;120;-;-;-;5;-;-;-;-;-;-
Ibiquera (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;35;-;-;-;-;5;100;-;3;-;100;-;-;-;-;-;-;-;-;-;-
Ibitiara (BA);...;-;-;-;8;-;-;-;4;4;-;...;-;-;-;300;-;-;-;-;5;100;-;10;-;200;-;-;-;-;10;-;-;-;-;-
Ibititá (BA);...;-;-;-;40;-;-;-;-;-;-;...;-;-;-;190;-;-;-;-;3600;40;-;30;-;1800;-;-;-;200;215;-;-;-;-;-
Ibotirama (BA);...;-;-;-;13;3;-;-;-;-;-;...;-;-;-;608;-;-;-;-;-;35;3;25;-;260;-;-;-;6;-;-;-;-;-;-
Ichu (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;280;-;-;-;-;-;8;-;-;-;280;-;-;-;-;-;-;-;-;-;-
Igaporã (BA);...;-;20;-;6;-;-;-;2;2;-;...;-;-;-;400;-;-;-;-;-;80;-;-;-;300;-;-;-;30;-;-;-;-;-;-
Iguaí (BA);...;-;-;-;400;-;-;1520;100;100;-;...;-;-;-;140;-;-;-;-;-;350;-;-;-;140;-;-;-;-;3;-;-;-;-;-
Inhambupe (BA);...;-;-;55;18;-;-;-;-;-;-;...;-;-;-;850;-;-;-;-;-;1300;-;100;-;8500;-;-;-;-;-;-;-;-;-;-
Ipecaetá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2600;-;-;-;-;-;20;-;-;-;2260;-;-;-;-;-;-;-;-;-;-
Ipirá (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;1600;-;-;-;-;-;-;-;-;-;1600;-;-;-;-;-;-;-;-;-;-
Ipupiara (BA);...;-;-;-;10;-;-;-;-;-;-;...;-;-;-;610;-;-;-;-;2;14;-;40;-;17;-;-;-;-;-;-;-;-;-;-
Irajuba (BA);...;-;-;-;5;1;-;-;60;60;-;...;3;-;-;10;-;-;-;-;-;220;2;15;-;25;-;-;-;-;-;-;-;-;-;-
Iramaia (BA);...;-;-;6;12;5;-;-;220;220;-;...;-;-;-;320;-;-;-;-;12;250;-;95;-;60;-;-;-;-;5;-;-;-;-;-
Iraquara (BA);...;-;-;-;160;-;-;-;1058;1058;-;...;-;-;-;135;-;-;-;-;1670;430;1;38;-;719;-;-;-;-;100;-;-;-;-;-
Irará (BA);...;-;-;75;-;-;-;-;-;-;-;...;-;-;-;2230;-;-;-;-;-;1000;-;-;-;1720;-;-;-;-;-;-;-;-;-;-
Irecê (BA);...;-;-;-;2;-;-;-;-;-;-;...;-;-;-;85;-;-;-;-;240;-;-;-;-;720;-;-;-;50;10;-;-;-;-;-
Itaberaba (BA);...;-;-;4;100;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;10;70;250;100;-;200;-;-;-;-;1;-;-;-;-;-
Itaeté (BA);...;-;-;5;-;-;-;-;-;-;-;...;-;-;-;200;-;-;-;-;400;200;-;90;-;300;-;-;-;-;2;-;-;-;-;-
Itagi (BA);...;-;-;5;500;1;-;3900;7;7;-;...;-;-;-;15;-;-;-;-;-;91;-;-;-;5;-;1;-;-;4;-;-;-;-;-
Itaguaçu da Bahia (BA);...;-;5;-;60;-;-;-;-;-;-;...;-;-;-;280;-;-;-;-;170;200;2;42;30;500;-;-;-;45;30;-;-;-;-;-
Itambé (BA);...;-;-;-;130;-;-;205;250;250;-;...;-;-;-;350;-;-;-;-;-;160;-;-;-;200;-;-;-;-;-;-;-;-;-;-
Itapetinga (BA);...;-;-;-;-;-;-;20;-;-;-;...;-;-;-;5;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Itapicuru (BA);...;-;-;-;20;-;-;-;-;-;-;...;1300;-;-;1000;-;-;-;-;-;4000;-;132;220;20000;-;-;50;-;-;-;-;-;-;-
Itaquara (BA);...;-;-;8;18;6;-;-;6;6;-;...;-;-;-;35;-;-;-;-;-;50;-;60;-;30;-;-;-;-;30;-;-;-;-;-
Itarantim (BA);...;-;-;-;1;-;-;-;-;-;-;...;-;-;-;5;-;-;-;-;-;30;-;-;-;10;-;-;-;-;-;-;-;-;-;-
Itatim (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;-;5;-;10;-;100;-;-;25;45;-;-;-;-;-;-
Itiruçu (BA);...;-;-;7;4;-;-;-;590;590;-;...;-;-;-;6;-;-;-;-;-;40;-;10;-;10;-;-;-;-;60;-;-;-;-;-
Itiúba (BA);...;-;-;-;4;4;-;-;2;2;-;...;-;-;-;2700;-;-;-;-;-;2500;-;15;-;3990;-;-;-;-;-;-;-;-;-;-
Itororó (BA);...;-;-;-;40;-;-;1000;-;-;-;...;-;-;-;4;-;-;-;-;-;15;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Ituaçu (BA);...;-;20;-;200;-;-;-;3300;3300;-;...;-;-;-;600;-;-;-;-;-;250;500;600;-;200;-;-;-;-;50;-;-;-;-;-
Iuiu (BA);...;-;1843;-;1;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;10;25;-;-;-;680;-;-;-;1200;-;-;-;-;-;-
Jaborandi (BA);...;-;19032;-;4;-;-;-;-;-;-;...;-;-;-;2800;-;-;-;-;-;70;-;-;-;22100;-;-;107900;1550;-;-;-;-;-;-
Jacaraci (BA);...;-;-;-;20;-;-;-;5;5;-;...;-;-;-;800;-;-;-;-;-;250;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Jacobina (BA);...;-;-;-;500;-;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;80;900;-;-;-;1200;-;-;-;-;35;-;-;-;-;-
Jaguaquara (BA);...;-;-;20;350;-;-;1330;90;90;-;...;-;-;-;100;-;4;-;-;-;300;-;38;-;30;-;4;-;-;80;-;-;-;3;-
Jaguarari (BA);...;-;-;-;12;3;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;45;70;20;7;-;2200;-;-;-;-;-;-;-;-;-;-
Jequié (BA);...;-;-;70;1800;10;-;7220;50;50;-;...;-;-;-;33;-;-;-;-;-;250;70;110;-;4;-;3;-;-;4;-;-;-;20;-
Jeremoabo (BA);...;-;-;-;250;2;-;-;-;-;-;...;-;-;-;4000;-;-;-;-;-;40;-;-;-;30000;-;-;-;-;300;-;-;-;-;-
Jitaúna (BA);...;-;-;32;600;-;-;5400;-;-;-;...;-;-;-;190;-;-;-;-;-;255;-;3;-;115;-;2;-;-;5;-;-;-;-;-
João Dourado (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;77;-;-;-;-;1650;10;-;-;-;1000;-;-;-;30;150;-;-;-;-;5
Juazeiro (BA);...;-;-;-;1195;-;-;-;-;-;-;...;-;-;-;994;-;-;-;-;-;250;12237;337;991;1175;-;-;-;-;85;-;-;-;-;1636
Jussara (BA);...;-;-;-;10;-;-;-;-;-;-;...;-;-;-;103;-;-;-;-;2700;10;-;-;-;900;-;-;-;480;10;-;-;-;-;-
Jussiape (BA);...;-;-;-;13;-;-;-;95;95;-;...;-;-;-;90;-;-;-;-;-;100;225;-;-;50;-;-;-;-;-;-;-;-;-;-
Lafaiete Coutinho (BA);...;-;-;15;1;15;-;-;118;118;-;...;-;-;-;158;-;-;-;-;-;240;2;3;-;16;-;-;-;-;10;-;-;-;-;-
Lagoa Real (BA);...;-;80;-;5;-;-;-;-;-;-;...;-;-;-;300;-;-;-;-;-;100;-;-;-;300;-;-;-;-;-;-;-;-;-;-
Lajedinho (BA);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;10;-;-;-;-;50;60;-;5;-;30;-;-;-;-;-;-;-;-;-;-
Lajedo do Tabocal (BA);...;-;-;-;1;-;-;-;200;200;-;...;-;-;-;10;-;-;-;-;-;250;-;15;-;8;-;-;-;-;25;-;-;-;-;-
Lamarão (BA);...;-;-;3;2;10;-;-;-;-;-;...;15;-;-;700;-;-;-;-;-;175;-;-;-;1200;-;-;-;-;-;-;-;-;-;-
Lapão (BA);...;-;-;-;15;-;-;-;-;-;-;...;-;-;-;450;-;-;-;-;2620;-;-;25;-;1400;-;-;-;320;98;-;-;-;-;-
Lençóis (BA);...;-;-;-;50;-;-;-;860;860;-;...;-;-;-;330;-;-;-;-;15;140;-;40;-;80;-;-;-;-;14;-;-;-;-;-
Licínio de Almeida (BA);...;-;-;-;15;-;-;-;22;22;-;...;-;-;-;550;-;-;-;-;-;200;40;-;-;900;-;-;-;-;-;-;-;-;-;-
Livramento de Nossa Senhora (BA);...;-;50;-;45;-;-;-;-;-;-;...;-;-;-;1570;-;-;-;-;-;100;6500;80;-;300;-;-;-;-;1;-;-;-;-;-
Macajuba (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;500;-;-;-;-;-;60;-;20;-;220;-;-;-;-;-;-;-;-;-;-
Macarani (BA);...;-;-;-;15;-;-;10;85;85;-;...;-;-;-;10;-;-;-;-;-;30;-;-;-;10;-;-;-;-;-;-;-;-;-;-
Macaúbas (BA);...;-;-;-;20;-;-;-;2;2;-;...;-;-;-;4500;-;-;-;-;-;250;85;120;-;1500;-;-;-;-;1;-;-;-;-;-
Macururé (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
Maetinga (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;280;-;-;-;-;-;50;-;-;-;140;-;-;-;5;-;-;-;-;-;-
Maiquinique (BA);...;-;-;-;20;-;-;25;-;-;-;...;-;-;-;15;-;-;-;-;-;50;-;-;-;20;-;-;-;-;-;-;-;-;-;-
Mairi (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;2000;-;-;-;-;-;-;-;-;-;2000;-;-;-;-;-;-;-;-;-;-
Malhada (BA);...;-;2996;-;400;-;-;-;-;-;-;...;-;-;-;2250;-;-;-;-;-;70;-;120;-;1000;-;-;600;2200;-;-;-;-;-;-
Malhada de Pedras (BA);...;-;20;-;-;-;-;-;-;-;-;...;-;-;-;1200;-;-;-;-;-;100;-;250;-;200;-;-;-;-;-;-;-;-;-;-
Manoel Vitorino (BA);...;-;2;10;2;8;-;-;-;-;-;...;-;-;-;221;-;-;-;-;-;32;2;130;-;90;-;-;-;-;14;-;-;-;-;-
Mansidão (BA);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;40;-;20;-;900;-;-;-;-;-;-;-;-;-;-
Maracás (BA);...;-;-;-;15;-;-;-;350;350;-;...;-;-;-;80;-;-;-;-;8;300;20;900;95;75;-;-;-;-;400;-;-;-;-;-
Marcionílio Souza (BA);...;-;-;-;5;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;3;2;2;18;-;20;-;-;-;-;7;-;-;-;-;-
Matina (BA);...;-;-;-;3;-;-;-;-;-;-;...;-;-;-;980;-;-;-;-;-;60;-;50;-;80;-;-;-;150;-;-;-;-;-;-
Miguel Calmon (BA);...;-;-;-;80;-;-;-;150;150;-;...;-;-;-;1400;-;-;-;-;150;200;-;-;-;1000;-;-;-;-;-;-;-;-;-;-
